key,en_present,zh_present,consumer_scope,owner,sdk_key,compatibility_until
extend.trade.holders.address,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.holders.address,stage-6
extend.trade.holders.amount,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.holders.amount,stage-6
extend.trade.holders.bubble_map,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.holders.bubble_map,stage-6
extend.trade.holders.rate,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.holders.rate,stage-6
extend.trade.holders.top_10,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.holders.top_10,stage-6
extend.trade.holders.top_100,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.holders.top_100,stage-6
extend.trade.holders.total,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.holders.total,stage-6
extend.trade.instant_buy,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.instant_buy,stage-6
extend.trade.limit,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.limit,stage-6
extend.trade.market,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.market,stage-6
extend.trade.operations.buy,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.operations.buy,stage-6
extend.trade.operations.buy_unauthenticated,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.operations.buy_unauthenticated,stage-6
extend.trade.operations.sell,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.operations.sell,stage-6
extend.trade.operations.sell_unauthenticated,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.operations.sell_unauthenticated,stage-6
extend.trade.security_check.external_link,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.external_link,stage-6
extend.trade.security_check.items.buy_sell_tax,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.buy_sell_tax,stage-6
extend.trade.security_check.items.buy_sell_tax_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.buy_sell_tax_tip,stage-6
extend.trade.security_check.items.fee_not_upgradable,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.fee_not_upgradable,stage-6
extend.trade.security_check.items.fee_not_upgradable_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.fee_not_upgradable_tip,stage-6
extend.trade.security_check.items.lp_burned,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.lp_burned,stage-6
extend.trade.security_check.items.lp_burned_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.lp_burned_tip,stage-6
extend.trade.security_check.items.mint_renounced,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.mint_renounced,stage-6
extend.trade.security_check.items.mint_renounced_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.mint_renounced_tip,stage-6
extend.trade.security_check.items.no_blacklist,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.no_blacklist,stage-6
extend.trade.security_check.items.no_blacklist_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.no_blacklist_tip,stage-6
extend.trade.security_check.items.no_transfer_fee,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.no_transfer_fee,stage-6
extend.trade.security_check.items.no_transfer_fee_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.no_transfer_fee_tip,stage-6
extend.trade.security_check.items.not_closable,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.not_closable,stage-6
extend.trade.security_check.items.not_closable_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.not_closable_tip,stage-6
extend.trade.security_check.items.not_freezable,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.not_freezable,stage-6
extend.trade.security_check.items.not_freezable_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.not_freezable_tip,stage-6
extend.trade.security_check.items.not_honeypot,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.not_honeypot,stage-6
extend.trade.security_check.items.not_honeypot_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.not_honeypot_tip,stage-6
extend.trade.security_check.items.open_source,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.open_source,stage-6
extend.trade.security_check.items.open_source_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.open_source_tip,stage-6
extend.trade.security_check.items.ownership_renounced,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.ownership_renounced,stage-6
extend.trade.security_check.items.ownership_renounced_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.ownership_renounced_tip,stage-6
extend.trade.security_check.items.security_score,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.security_score,stage-6
extend.trade.security_check.items.security_score_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.security_score_tip,stage-6
extend.trade.security_check.items.tax_rate,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.tax_rate,stage-6
extend.trade.security_check.items.tax_rate_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.tax_rate_tip,stage-6
extend.trade.security_check.items.top10,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.top10,stage-6
extend.trade.security_check.items.top10_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.top10_tip,stage-6
extend.trade.security_check.items.transferable,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.transferable,stage-6
extend.trade.security_check.items.transferable_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.items.transferable_tip,stage-6
extend.trade.security_check.powered_by,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.powered_by,stage-6
extend.trade.security_check.review,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.review,stage-6
extend.trade.security_check.safe,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.safe,stage-6
extend.trade.security_check.title,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.title,stage-6
extend.trade.security_check.unknown,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.unknown,stage-6
extend.trade.security_check.values.average,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.values.average,stage-6
extend.trade.security_check.values.buy,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.values.buy,stage-6
extend.trade.security_check.values.high,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.values.high,stage-6
extend.trade.security_check.values.sell,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.security_check.values.sell,stage-6
extend.trade.sell,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.sell,stage-6
extend.trade.settings.auto_fee,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.auto_fee,stage-6
extend.trade.settings.auto_fee_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.auto_fee_explained,stage-6
extend.trade.settings.buy_settings,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.buy_settings,stage-6
extend.trade.settings.custom_buy_amount,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.custom_buy_amount,stage-6
extend.trade.settings.custom_rpc,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.custom_rpc,stage-6
extend.trade.settings.custom_rpc_error,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.custom_rpc_error,stage-6
extend.trade.settings.custom_rpc_placeholder,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.custom_rpc_placeholder,stage-6
extend.trade.settings.custom_sell_amount,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.custom_sell_amount,stage-6
extend.trade.settings.max_auto_fee,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.max_auto_fee,stage-6
extend.trade.settings.mev,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.mev,stage-6
extend.trade.settings.mev_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.mev_explained,stage-6
extend.trade.settings.mev_off,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.mev_off,stage-6
extend.trade.settings.mev_off_abbr,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.mev_off_abbr,stage-6
extend.trade.settings.mev_off_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.mev_off_explained,stage-6
extend.trade.settings.mev_reduced,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.mev_reduced,stage-6
extend.trade.settings.mev_reduced_abbr,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.mev_reduced_abbr,stage-6
extend.trade.settings.mev_reduced_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.mev_reduced_explained,stage-6
extend.trade.settings.mev_secure,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.mev_secure,stage-6
extend.trade.settings.mev_secure_abbr,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.mev_secure_abbr,stage-6
extend.trade.settings.mev_secure_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.mev_secure_explained,stage-6
extend.trade.settings.p1,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.p1,stage-6
extend.trade.settings.p2,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.p2,stage-6
extend.trade.settings.p3,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.p3,stage-6
extend.trade.settings.preset1,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.preset1,stage-6
extend.trade.settings.preset2,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.preset2,stage-6
extend.trade.settings.preset3,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.preset3,stage-6
extend.trade.settings.priority_fee,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.priority_fee,stage-6
extend.trade.settings.priority_fee_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.priority_fee_explained,stage-6
extend.trade.settings.sell_settings,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.sell_settings,stage-6
extend.trade.settings.slippage,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.slippage,stage-6
extend.trade.settings.tip_fee,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.tip_fee,stage-6
extend.trade.settings.tip_fee_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.tip_fee_explained,stage-6
extend.trade.settings.title,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.settings.title,stage-6
extend.trade.title,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.title,stage-6
extend.trade.titles.activities,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.titles.activities,stage-6
extend.trade.titles.dev_tokens,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.titles.dev_tokens,stage-6
extend.trade.titles.holders,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.titles.holders,stage-6
extend.trade.titles.info,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.titles.info,stage-6
extend.trade.titles.top_traders,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.titles.top_traders,stage-6
extend.trade.titles.transactions,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.titles.transactions,stage-6
extend.trade.traders.buys,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.traders.buys,stage-6
extend.trade.traders.sales,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.traders.sales,stage-6
extend.trade.traders.total,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.traders.total,stage-6
extend.trade.transactions.age,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.transactions.age,stage-6
extend.trade.transactions.amount,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.transactions.amount,stage-6
extend.trade.transactions.buys,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.transactions.buys,stage-6
extend.trade.transactions.net_buys,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.transactions.net_buys,stage-6
extend.trade.transactions.price,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.transactions.price,stage-6
extend.trade.transactions.sales,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.transactions.sales,stage-6
extend.trade.transactions.total,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.transactions.total,stage-6
extend.trade.transactions.type,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.transactions.type,stage-6
extend.trade.transactions.value,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.transactions.value,stage-6
extend.trade.tvchart.kline_styles.area,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.tvchart.kline_styles.area,stage-6
extend.trade.tvchart.kline_styles.bar,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.tvchart.kline_styles.bar,stage-6
extend.trade.tvchart.kline_styles.baseline,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.tvchart.kline_styles.baseline,stage-6
extend.trade.tvchart.kline_styles.candles,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.tvchart.kline_styles.candles,stage-6
extend.trade.tvchart.kline_styles.columns,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.tvchart.kline_styles.columns,stage-6
extend.trade.tvchart.kline_styles.helkin_ashi,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.tvchart.kline_styles.helkin_ashi,stage-6
extend.trade.tvchart.kline_styles.high_low,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.tvchart.kline_styles.high_low,stage-6
extend.trade.tvchart.kline_styles.hollow_candles,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.tvchart.kline_styles.hollow_candles,stage-6
extend.trade.tvchart.kline_styles.line,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.tvchart.kline_styles.line,stage-6
extend.trade.tvchart.multicharts,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.tvchart.multicharts,stage-6
extend.trade.tvchart.price_types.market_cap,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.tvchart.price_types.market_cap,stage-6
extend.trade.tvchart.price_types.price,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.tvchart.price_types.price,stage-6
extend.trade.tvchart.snapshot.copy,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.tvchart.snapshot.copy,stage-6
extend.trade.tvchart.snapshot.download,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.tvchart.snapshot.download,stage-6
extend.trade.tvchart.timeframe,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.tvchart.timeframe,stage-6
extend.trade.volume.buys,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.volume.buys,stage-6
extend.trade.volume.sales,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.volume.sales,stage-6
extend.trade.volume.total,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.volume.total,stage-6
